Rate,Building Type,City,Cost Point Selector,Battery Capacity (kWh),Battery Power (kW),BAU Demand Cost,BAU Energy Cost,Capital Cost ($),Max Demand Rate ($/kW),Npv ($),PV Size (kW),Total Demand Savings ($),Total kWh Savings ($)
BES-Large_Load_Delivery_Class_(Secondary),Strip Mall,Chicago,1,0 kWh,0 kW,87208.4,308644,$23K,$6.73,$0M,47 kW,3882.4,35332
4B_Large_Power_TOU_(PNM-Owned_Transformer),Secondary School,Albuquerque,1,7 kWh,5 kW,403852,1285370,$281K,$17.47,$0M,575 kW,181779,428742
OGS-TOU-NEM,Small Hotel,LasVegas,1,0 kWh,0 kW,0,445712,$52K,$0.00,$0M,107 kW,0,96749
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Large Hotel,LasVegas,1,0 kWh,0 kW,435873,1605550,$174K,$12.47,$0M,362 kW,633,333400
BES-Small_Load_Delivery_Class_(Secondary),Hospital,Chicago,1,0 kWh,0 kW,941431,5216790,$68K,$6.18,$0M,143 kW,12461,107170
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Primary School,Atlanta,1,0 kWh,0 kW,358038,640590,$37K,$15.66,$0M,78 kW,23923,51255
BES-Medium_Load_Delivery_Class_(Secondary),Secondary School,Chicago,1,0 kWh,0 kW,524032,1563540,$80K,$6.29,$0M,168 kW,26869,125360
Large_Light_&_Power_-_Primary_voltage_discount,Hospital,Minneapolis,1,0 kWh,0 kW,0,4858930,$0K,$7.55,$0M,0 kW,0,0
A-6_Small_General_Service_TOU_Single_Phase,Primary School,San Francisco,1,967 kWh,122 kW,0,2226570,$488K,$0.00,$1M,628 kW,0,1708807
BES-Medium_Load_Delivery_Class_(Secondary),Warehouse,Chicago,1,0 kWh,0 kW,43647.5,149727,$3K,$6.29,$0M,7 kW,595.4,5168
LGS-1_-_Large_General_Service,Restaurant,LasVegas,1,0 kWh,0 kW,58146.6,199867,$29K,$8.57,$0M,61 kW,1199.6,54854
GSEDS-1_Primary_Non-Demand,Large Hotel,Helena,1,0 kWh,0 kW,0,1997290,$180K,$0.00,$0M,374 kW,0,427720
Schedule_MDB-_Medium_Standard_General_Service_Burien,Midrise Apartment,Seattle,1,0 kWh,0 kW,12223.7,146486,$0K,$2.32,$0M,0 kW,0,0
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,Primary School,LasVegas,1,0 kWh,0 kW,318661,595632,$84K,$16.49,$0M,174 kW,47092,135803
Power_and_Light_Medium_Schedule_PLM-11,Medium Office,Atlanta,1,0 kWh,0 kW,0,402890,$0K,$0.00,$0M,0 kW,0,0
GSD-1_(General_Service_Demand),Small Hotel,Miami,1,0 kWh,0 kW,194877,432512,$0K,$10.60,$0M,0 kW,0,0
General_Service_With_Demand_Meter_(Rate_Code_25),Retail Store,Minneapolis,1,0 kWh,0 kW,78587.7,387165,$67K,$5.86,$0M,140 kW,7206.3,128552
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Restaurant,Boulder,1,6 kWh,2 kW,101968,107333,$4K,$18.90,$0M,3 kW,5176.5,1610
GSEDS-1_Secondary_Non-Demand,Secondary School,Helena,1,0 kWh,0 kW,0,2456510,$357K,$0.00,$0M,744 kW,0,837420
GSEDS-1_Primary_Non-Demand,Outpatient,Helena,1,0 kWh,0 kW,0,1394450,$193K,$0.00,$0M,402 kW,0,446649
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Supermarket,Atlanta,1,0 kWh,0 kW,0,1589620,$220K,$0.00,$0M,458 kW,0,404270
GSEDS-1_Primary_Non-Demand,Restaurant,Helena,1,0 kWh,0 kW,0,289214,$34K,$0.00,$0M,71 kW,0,81794
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Small Hotel,Atlanta,1,0 kWh,0 kW,167545,427322,$0K,$15.66,$0M,0 kW,0,0
Schedule_GL_(Secondary_Voltage),Midrise Apartment,Baltimore,1,0 kWh,0 kW,39267.4,200310,$16K,$6.15,$0M,33 kW,761.8,30892
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Medium Office,LasVegas,1,0 kWh,0 kW,218420,572989,$110K,$12.47,$0M,229 kW,35347,193734
Large_Light_&_Power_-_Primary_voltage_discount,Restaurant,Minneapolis,1,0 kWh,0 kW,0,190849,$0K,$7.55,$0M,0 kW,0,0
E-36_Standard_Price_Plan_for_General_Service,Secondary School,Phoenix,1,0 kWh,0 kW,556743,2104310,$292K,$6.76,$0M,607 kW,84963,541590
Schedule_GL_(Secondary_Voltage),Primary School,Baltimore,1,0 kWh,0 kW,186940,791190,$91K,$6.15,$0M,190 kW,26849,165001
GLSDT-1_(General_Service_Large_Demand_-_Time-Of-Use),Secondary School,Miami,1,18 kWh,14 kW,1554860,1726750,$193K,$11.00,$0M,378 kW,174210,209320
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),Warehouse,Anaheim,1,94 kWh,17 kW,123807,130793,$65K,$38.02,$0M,91 kW,75569.4,84542.8
Schedule_G_-_Secondary,Warehouse,Baltimore,1,0 kWh,0 kW,0,250359,$37K,$0.00,$0M,77 kW,0,87455
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Small Hotel,New York,1,428 kWh,70 kW,489024,650478,$216K,$41.95,$0M,254 kW,215035,252614
General_Service_With_Demand_Meter_(Rate_Code_25),Fast Food,Minneapolis,1,0 kWh,0 kW,19237.2,135253,$17K,$5.86,$0M,34 kW,371.3,31878
GSD-1_(General_Service_Demand),Restaurant,Miami,1,0 kWh,0 kW,85357.5,199646,$2K,$10.60,$0M,3 kW,1048.6,1931
BES-Medium_Load_Delivery_Class_(Secondary),Medium Office,Chicago,1,0 kWh,0 kW,185231,592769,$10K,$6.29,$0M,21 kW,1754,15623
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),Medium Office,Anaheim,1,440 kWh,77 kW,578728,621840,$290K,$38.02,$0M,397 kW,322298,394135
General_Service_(A14),Midrise Apartment,Duluth,1,0 kWh,0 kW,69732.1,135717,$0K,$14.98,$0M,0 kW,0,0
A-6_Small_General_Service_TOU_Single_Phase,Secondary School,San Francisco,1,"2,194 kWh",279 kW,0,5235560,"$1,130K",$0.00,$1M,"1,469 kW",0,4029560
GSD-1_(General_Service_Demand),Supermarket,Miami,1,0 kWh,0 kW,452654,1005960,$35K,$10.60,$0M,72 kW,24579,44798
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Warehouse,San Francisco,1,83 kWh,15 kW,82372.7,223518,$61K,$17.58,$0M,87 kW,39421.6,149928.8
Schedule_P,Hospital,Baltimore,1,0 kWh,0 kW,830160,5635050,$709K,$5.31,$0M,"1,475 kW",55726,1230150
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Retail Store,New York,1,411 kWh,61 kW,426074,432440,$228K,$41.95,$0M,296 kW,235954,288480
Schedule_MDB-_Medium_Standard_General_Service_Burien,Retail Store,Seattle,1,0 kWh,0 kW,25852.3,281470,$0K,$2.32,$0M,0 kW,0,0
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Warehouse,Boulder,1,0 kWh,0 kW,32395.3,214114,$35K,$4.84,$0M,72 kW,3191.2,75183
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Warehouse,San Francisco,1,122 kWh,16 kW,63818.6,237498,$70K,$16.78,$0M,96 kW,35507.6,153796.5
Time_of_Use_General_Service_Demand_Metered_Option_R_GS-2_TOU_R_-_Single_phase,Restaurant,Anaheim,1,52 kWh,10 kW,65901.3,356907,$59K,$9.97,$0M,97 kW,19339.7,167722
GS-2_(S)_Large_General_Service_Secondary,Medium Office,Fairbanks,1,208 kWh,52 kW,403207,2039380,$241K,$11.06,$0M,382 kW,70961,500390
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_B_(2kv-50kv),Primary School,Anaheim,1,401 kWh,72 kW,779879,777861,$305K,$34.91,$0M,444 kW,408912,425020
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Strip Mall,Seattle,1,0 kWh,0 kW,26208.2,294270,$0K,$2.32,$0M,0 kW,0,0
A-6_Small_General_Service_TOU_Single_Phase,Strip Mall,San Francisco,1,385 kWh,50 kW,0,1016670,$205K,$0.00,$0M,269 kW,0,814709
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Small Office,LasVegas,1,0 kWh,0 kW,19560.6,56750.6,$11K,$12.47,$0M,23 kW,3718.7,19320.6
Schedule_GS_Type_2_(Secondary),Fast Food,Baltimore,1,0 kWh,0 kW,0,176097,$21K,$0.00,$0M,43 kW,0,49295
Schedule_MDC_-_Medium_Standard_General_Service_City,Large Hotel,Seattle,1,0 kWh,0 kW,110902,1291450,$0K,$2.32,$0M,0 kW,0,0
General_Service_(A14),Supermarket,Duluth,1,2 kWh,2 kW,473231,1048600,$81K,$14.98,$0M,166 kW,38930,111534
Schedule_G_-_Secondary,Small Hotel,Baltimore,1,0 kWh,0 kW,0,836067,$74K,$0.00,$0M,154 kW,0,195617
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Medium Office,Phoenix,1,0 kWh,0 kW,176085,722767,$136K,$6.65,$0M,283 kW,40252,267760
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Retail Store,San Francisco,1,354 kWh,52 kW,322454,424286,$190K,$34.72,$0M,243 kW,198455,315344
General_Service_(A14),Outpatient,Duluth,1,5 kWh,4 kW,398661,812167,$40K,$14.98,$0M,76 kW,18462,50998
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Retail Store,Atlanta,1,0 kWh,0 kW,0,424158,$66K,$0.00,$0M,138 kW,0,121438
GSEDS-1_Secondary_Demand,Outpatient,Helena,1,0 kWh,0 kW,315058,1111950,$171K,$9.41,$0M,356 kW,31081,324618
SC-9_-_General_Large_TOD_Service_[NYC],Hospital,New York,1,"4,917 kWh",611 kW,6818630,6538560,"$2,671K",$54.31,$1M,"3,600 kW",3083980,3080140
Small_General_Service_Metered_(A10),Medium Office,Duluth,1,0 kWh,0 kW,0,963979,$114K,$0.00,$0M,237 kW,0,245521
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Fast Food,Los Angeles,1,22 kWh,5 kW,50319.9,159882,$29K,$17.48,$0M,48 kW,16399.9,62684
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Warehouse,Phoenix,1,0 kWh,0 kW,42083.6,164531,$33K,$6.65,$0M,69 kW,9664.7,62949
Small_General_Service_Time-Of-Use_(A-1)(B),Small Office,Los Angeles,1,34 kWh,6 kW,17925.7,108076,$28K,$7.48,$0M,42 kW,8880.26,67470.5
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Small Office,Phoenix,1,0 kWh,0 kW,16675.8,73228.3,$15K,$6.65,$0M,30 kW,3928.9,27836.2
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,Supermarket,LasVegas,1,0 kWh,0 kW,379646,994666,$180K,$16.49,$0M,376 kW,40829,313931
LGS-1_-_Large_General_Service,Small Hotel,LasVegas,1,0 kWh,0 kW,142125,439085,$47K,$8.57,$0M,98 kW,0,88316
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Strip Mall,Phoenix,1,0 kWh,0 kW,101363,417930,$86K,$6.65,$0M,180 kW,20200.2,181530
Schedule_GL_(Secondary_Voltage),Outpatient,Baltimore,1,0 kWh,0 kW,206967,1185200,$171K,$6.15,$0M,357 kW,18506,327720
General_Service_With_Demand_Meter_(Rate_Code_25),Strip Mall,Minneapolis,1,0 kWh,0 kW,75272.4,367324,$63K,$5.86,$0M,131 kW,7045.4,119661
Schedule_GL_(Secondary_Voltage),Strip Mall,Baltimore,1,0 kWh,0 kW,81561.5,371821,$64K,$6.15,$0M,134 kW,8628.5,125203
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Strip Mall,Atlanta,1,0 kWh,0 kW,0,411944,$63K,$0.00,$0M,132 kW,0,115763
GSEDS-1_Secondary_Demand,Primary School,Helena,1,0 kWh,0 kW,240096,705132,$82K,$9.41,$0M,170 kW,32381,148015
3B_General_Power_TOU_(PNM-Owned_Transformer),Restaurant,Albuquerque,1,8 kWh,4 kW,19857.1,191308,$36K,$17.47,$0M,69 kW,9207,68390
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Fast Food,San Francisco,1,48 kWh,7 kW,53106.8,204117,$36K,$17.58,$0M,53 kW,13410.9,101970
Power_and_Light_Large_Schedule_PLL-11,Large Hotel,Atlanta,1,0 kWh,0 kW,0,1335720,$0K,$0.00,$0M,0 kW,0,0
E-36_Standard_Price_Plan_for_General_Service,Large Hotel,Phoenix,1,0 kWh,0 kW,306233,1795800,$197K,$6.76,$0M,410 kW,214,401750
General_Service_With_Demand_Meter_(Rate_Code_25),Outpatient,Minneapolis,1,0 kWh,0 kW,195433,1136420,$155K,$5.86,$0M,322 kW,16147,289556
Schedule_GL_(Secondary_Voltage),Restaurant,Baltimore,1,0 kWh,0 kW,38493.1,249737,$31K,$6.15,$0M,64 kW,1635.2,60853
Schedule_G_-_Secondary,Small Office,Baltimore,1,0 kWh,0 kW,0,93798,$13K,$0.00,$0M,28 kW,0,31683.8
LGS-1_-_Large_General_Service,Retail Store,LasVegas,1,0 kWh,0 kW,119708,293177,$63K,$8.57,$0M,132 kW,10713,116776
GSEDS-1_Secondary_Non-Demand,Retail Store,Helena,1,0 kWh,0 kW,0,557393,$90K,$0.00,$0M,187 kW,0,244023
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Hospital,New York,1,"2,430 kWh",368 kW,4673850,7538580,"$1,938K",$41.95,$1M,"2,969 kW",1603540,2993000
GSDT-1_(General_Service_Demand_-Time-Of-Use),Restaurant,Miami,1,0 kWh,0 kW,84372.5,199877,$0K,$9.20,$0M,0 kW,0,0
LGS-1_-_Large_General_Service,Outpatient,LasVegas,1,0 kWh,0 kW,319348,972084,$178K,$8.57,$0M,370 kW,29251,324013
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Supermarket,San Francisco,1,958 kWh,138 kW,1009990,1688340,$559K,$34.72,$0M,754 kW,514458,1002071
General_Service_With_Demand_Meter_(Rate_Code_25),Midrise Apartment,Minneapolis,1,0 kWh,0 kW,36661.7,191989,$15K,$5.86,$0M,31 kW,508.2,28756
Schedule_MDC_-_Medium_Standard_General_Service_City,Supermarket,Seattle,1,0 kWh,0 kW,84094.8,1090970,$0K,$2.32,$0M,0 kW,0,0
GSEDS-1_Primary_Non-Demand,Warehouse,Helena,1,0 kWh,0 kW,0,224295,$35K,$0.00,$0M,74 kW,0,72145
Schedule_MDB-_Medium_Standard_General_Service_Burien,Strip Mall,Seattle,1,0 kWh,0 kW,26208.2,284315,$0K,$2.32,$0M,0 kW,0,0
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Fast Food,Phoenix,1,0 kWh,0 kW,24959.9,145110,$22K,$6.65,$0M,45 kW,1080.3,46765.8
General_Service_With_Demand_Meter_(Rate_Code_25),Medium Office,Minneapolis,1,0 kWh,0 kW,180117,722250,$80K,$5.86,$0M,167 kW,9378,143048
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Hospital,Los Angeles,1,"1,540 kWh",319 kW,2284920,7236560,"$1,606K",$17.48,$1M,"2,546 kW",848430,3223370
LGS-1_-_Large_General_Service,Warehouse,LasVegas,1,0 kWh,0 kW,59926.1,127138,$28K,$8.57,$0M,59 kW,9148.2,45505.9
GSEDS-1_Secondary_Demand,Medium Office,Helena,1,0 kWh,0 kW,282284,659853,$90K,$9.41,$0M,187 kW,16110,160472
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Restaurant,LasVegas,1,0 kWh,0 kW,52294,215992,$32K,$12.47,$0M,66 kW,1505.2,61193
Small_General_Service_Metered_(A10),Hospital,Duluth,1,0 kWh,0 kW,0,7678270,$903K,$0.00,$0M,"1,879 kW",0,2112240
Small_General_Service_Metered_(A10),Outpatient,Duluth,1,0 kWh,0 kW,0,1443290,$181K,$0.00,$0M,376 kW,0,416540
Schedule_LGC_-_Large_Standard_General_Service_City,Large Office,Seattle,1,0 kWh,0 kW,335849,3628290,$0K,$2.08,$0M,0 kW,0,0
BES-Large_Load_Delivery_Class_(Secondary),Hospital,Chicago,1,0 kWh,0 kW,1025220,5216790,$68K,$6.73,$0M,143 kW,13570,107170
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Midrise Apartment,San Francisco,1,140 kWh,22 kW,138473,204225,$65K,$34.72,$0M,72 kW,64521.5,93410
Power_and_Light_Medium_Schedule_PLM-11,Midrise Apartment,Atlanta,1,0 kWh,0 kW,0,123703,$0K,$0.00,$0M,0 kW,0,0
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Retail Store,Boulder,1,0 kWh,0 kW,61256.3,425922,$73K,$4.84,$0M,152 kW,5893.7,183869
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Strip Mall,San Francisco,1,295 kWh,41 kW,152863,578552,$173K,$16.78,$0M,236 kW,83552.9,398813
GSEDS-1_Secondary_Demand,Secondary School,Helena,1,0 kWh,0 kW,630089,1671580,$235K,$9.41,$0M,490 kW,92660,405600
Small_General_Service_Metered_(A10),Warehouse,Duluth,1,0 kWh,0 kW,0,240773,$34K,$0.00,$0M,71 kW,0,69878
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Outpatient,Seattle,1,0 kWh,0 kW,69748.4,916557,$0K,$2.32,$0M,0 kW,0,0
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Restaurant,San Francisco,1,89 kWh,14 kW,94332.4,354291,$65K,$17.58,$0M,96 kW,27450.8,181583
Schedule_MDB-_Medium_Standard_General_Service_Burien,Large Hotel,Seattle,1,0 kWh,0 kW,110902,1366060,$0K,$2.32,$0M,0 kW,0,0
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Small Hotel,LasVegas,1,0 kWh,0 kW,121299,460547,$54K,$12.47,$0M,112 kW,291,103145
A-6_Small_General_Service_TOU_Single_Phase,Warehouse,San Francisco,1,164 kWh,18 kW,0,397701,$83K,$0.00,$0M,111 kW,0,297407
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_R_(under_2kV),Hospital,Anaheim,1,"1,537 kWh",313 kW,2432480,6971760,"$1,633K",$16.23,$1M,"2,611 kW",727330,3603060
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Large Office,Atlanta,1,0 kWh,0 kW,0,5348590,$516K,$0.00,$0M,"1,073 kW",0,923360
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Medium Office,San Francisco,1,503 kWh,78 kW,290061,1024170,$295K,$16.78,$0M,392 kW,148132,654623
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Strip Mall,Seattle,1,0 kWh,0 kW,26208.2,293474,$0K,$2.32,$0M,0 kW,0,0
GSEDS-1_Primary_Demand,Primary School,Helena,1,0 kWh,0 kW,201502,690168,$74K,$7.90,$0M,154 kW,26066,132936
BES-Medium_Load_Delivery_Class_(Secondary),Large Hotel,Chicago,1,0 kWh,0 kW,328672,1461900,$0K,$6.29,$0M,0 kW,0,0
GSEDS-1_Secondary_Non-Demand,Small Hotel,Helena,1,0 kWh,0 kW,0,760431,$63K,$0.00,$0M,132 kW,0,171273
General_Service_With_Demand_Meter_(Rate_Code_25),Hospital,Minneapolis,1,0 kWh,0 kW,876513,6049440,$782K,$5.86,$0M,"1,627 kW",69252,1491530
GS-2_(S)_Large_General_Service_Secondary,Large Hotel,Fairbanks,1,157 kWh,42 kW,506617,3511270,$309K,$11.06,$0M,549 kW,53018,743860
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Fast Food,San Francisco,1,49 kWh,7 kW,41178.9,233469,$37K,$16.78,$0M,55 kW,11255.1,97036
Power_and_Light_Medium_Schedule_PLM-11,Fast Food,Atlanta,1,0 kWh,0 kW,0,85605.1,$0K,$0.00,$0M,0 kW,0,0
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Outpatient,Phoenix,1,0 kWh,0 kW,261789,1231210,$228K,$6.65,$0M,474 kW,53976,469499
Schedule_G_-_Secondary,Fast Food,Baltimore,1,0 kWh,0 kW,0,210090,$23K,$0.00,$0M,48 kW,0,62431
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Medium Office,Seattle,1,0 kWh,0 kW,60768.6,561360,$0K,$2.32,$0M,0 kW,0,0
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Secondary School,Atlanta,1,0 kWh,0 kW,0,2273550,$133K,$0.00,$0M,278 kW,0,240690
E-36_Standard_Price_Plan_for_General_Service,Strip Mall,Phoenix,1,0 kWh,0 kW,77883.1,354929,$77K,$6.76,$0M,159 kW,13636.9,154288
LGS-1_-_Large_General_Service,Large Office,LasVegas,1,0 kWh,0 kW,1443400,3637550,$704K,$8.57,$0M,"1,466 kW",195140,1213650
BES-Large_Load_Delivery_Class_(Secondary),Large Hotel,Chicago,1,0 kWh,0 kW,351664,1461900,$0K,$6.73,$0M,0 kW,0,0
BES-Medium_Load_Delivery_Class_(Secondary),Strip Mall,Chicago,1,0 kWh,0 kW,81506.8,308644,$15K,$6.29,$0M,30 kW,2745.7,22886
General_Service_With_Demand_Meter_(Rate_Code_25),Supermarket,Minneapolis,1,0 kWh,0 kW,233660,1460940,$209K,$5.86,$0M,435 kW,22040,401450
OGS-TOU-NEM,Midrise Apartment,LasVegas,1,0 kWh,0 kW,0,209594,$15K,$0.00,$0M,32 kW,0,28839
GSEDS-1_Primary_Non-Demand,Large Office,Helena,1,0 kWh,0 kW,0,5337800,$855K,$0.00,$0M,"1,779 kW",0,1836720
General_Service_(A14),Secondary School,Duluth,1,0 kWh,0 kW,829674,1235180,$82K,$14.98,$0M,170 kW,47278,113240
GSDT-1_(General_Service_Demand_-Time-Of-Use),Outpatient,Miami,1,0 kWh,0 kW,402650,854257,$30K,$9.20,$0M,62 kW,18335,37462
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Primary School,San Francisco,1,415 kWh,65 kW,457635,1262430,$313K,$17.58,$0M,466 kW,209452,807174
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Retail Store,Phoenix,1,0 kWh,0 kW,100960,421782,$86K,$6.65,$0M,179 kW,17471.5,181914
Schedule_MDB-_Medium_Standard_General_Service_Burien,Outpatient,Seattle,1,0 kWh,0 kW,69748.4,885550,$0K,$2.32,$0M,0 kW,0,0
Schedule_MDC_-_Medium_Standard_General_Service_City,Strip Mall,Seattle,1,0 kWh,0 kW,26208.2,268785,$0K,$2.32,$0M,0 kW,0,0
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Strip Mall,LasVegas,1,0 kWh,0 kW,109145,344783,$70K,$12.47,$0M,146 kW,14156.6,131302
